시군구,번지,본번,부번,아파트명,전용면적(㎡),계약년월,계약일,층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지,"k-단지분류(아파트,주상복합등등)",k-전화번호,k-팩스번호,단지소개기존clob,k-세대타입(분양형태),k-관리방식,k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-연면적,k-주거전용면적,k-관리비부과면적,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과,k-홈페이지,k-등록일자,k-수정일자,고용보험관리번호,경비비관리형태,세대전기계약방법,청소비관리형태,건축면적,주차대수,기타/의무/임대/임의=1/2/3/4,단지승인일,사용허가여부,관리비 업로드,좌표X,좌표Y,단지신청일,target
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,59.98,201712,22,5,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,126000
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,59.98,201712,29,8,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,127500
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,71.85,201801,7,19,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,150840
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,106.78,201801,7,2,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,177000
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,71.85,201801,13,21,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,142000
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,71.85,201801,17,2,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,140500
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,71.85,201802,1,1,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,143000
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,59.98,201802,13,17,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,145000
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,106.39,201802,23,2,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,194000
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,106.78,201805,3,4,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,194000
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,71.85,201805,25,6,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,153111
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,71.85,201808,1,15,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,165000
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,84.67,201808,8,14,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,180000
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,71.85,201808,11,20,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,169000
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,59.98,201808,15,12,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,158000
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,84.67,201808,15,17,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,185000
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,93.07,201808,20,12,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,198000
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,106.78,201808,29,17,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,227000
서울특별시 강남구 도곡동,538-3,538.0,3.0,래미안도곡카운티,106.39,201808,29,2,2016,도곡로 320,, ,-,-,아파트,0234615380,0234625380,,분양,자치관리,계단식,지역난방,8.0,397.0,삼성물산,삼성물산,2016-09-02 00:00:00.0,67380.0,33275.0,43122.0,81.0,159.0,157.0,,,,2023-09-20 21:29:01.0,,위탁,단일계약,위탁,3354.91,510.0,의무,2016-10-13 15:03:39.0,Y,N,127.050853119,37.495329456,2015-02-16 14:48:53.0,226000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,149.78,201710,13,13,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,210000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,119.58,201710,14,21,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,185000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,149.78,201710,24,24,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,215000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,119.58,201710,28,8,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,192000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,119.58,201711,1,5,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,191500
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,119.58,201711,4,14,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,191000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,59.96,201711,6,6,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,123000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,119.58,201711,6,6,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,193000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,119.58,201711,6,2,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,188000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,149.78,201711,9,4,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,210000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,84.95,201711,10,13,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,154000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,84.93,201711,10,1,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,139500
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,84.93,201711,15,21,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,158500
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,114.97,201711,17,5,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,170000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,84.95,201711,22,6,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,154000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,59.96,201711,29,3,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,125000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,114.97,201711,29,2,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,170000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,84.95,201711,29,17,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,160000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,119.58,201711,29,13,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,195000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,119.58,201712,2,23,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,200000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,149.78,201712,9,19,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,219000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,119.58,201712,11,4,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,200000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,114.97,201712,12,1,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,175000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,59.96,201712,13,1,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,119500
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,149.78,201712,13,15,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,227000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,149.78,201712,15,21,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,240000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,149.78,201712,18,16,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,220000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,119.58,201712,22,18,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,205000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,84.95,201712,23,10,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,160000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,59.96,201712,23,13,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,130000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,84.93,201712,27,21,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,170000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,59.96,201801,5,6,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,140000
서울특별시 강남구 대치동,888,888.0,0.0,대치아이파크,59.96,201801,11,9,2008,선릉로 222,, ,-,-,아파트,025636969,025394114,,분양,위탁관리,계단식,지역난방,11.0,768.0,현대산업개발,대치도곡제2아파트재건축조합,2008-06-03 00:00:00.0,147442.0,78559.0,99276.0,150.0,238.0,236.0,,,,2023-09-23 17:42:40.0,90700082771,위탁,종합계약,위탁,5218.09,1171.0,의무,2013-06-23 14:22:50.0,Y,N,127.0545833,37.4949838,2013-03-07 09:46:24.0,140000
